target,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumQueryComponents,NumAmpersand,NumNumericChars,NoHttps,IpAddress,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,NumConsecutiveRepeats,entropia_dominio,AlphaNumBalance,SuspiciousFileExtension,ParameterKeywords,TLDType,SubdomainLengthVariation,RepeatedPathSegments,ConsonantRatio,AuthInPath,DomainDigits,ObfuscatedStrings,TfIdfScore
0,2,0,4,66,2,0,0,0,0,0,0,0,0,0,14,44,0,0,0,0,0,4.2903847497696965,0.9285714285714286,1,0,0,0,0,0.5,0,0,0,8.81747580741551
0,2,1,0,48,0,0,0,0,0,3,2,1,0,0,17,1,21,0,0,0,1,4.472794209361695,0.8823529411764706,0,0,0,0,0,0.56,0,0,0,6.655917050493454
0,2,1,2,64,1,0,0,0,0,0,0,0,0,0,23,33,0,0,0,0,1,4.149943312595188,0.9130434782608696,0,0,0,0,0,0.53,0,0,0,6.145855390412463
0,2,1,2,40,1,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,1,4.1537016960573485,0.8571428571428571,0,0,0,0,0,0.5,0,0,0,7.699484255563508
0,3,1,1,91,8,1,0,0,0,0,0,0,1,0,19,65,0,0,0,0,1,4.374507317457398,0.8421052631578947,1,0,0,0,0,0.64,0,0,0,9.806413908339566
0,2,1,1,63,4,0,0,0,0,0,0,0,1,0,14,42,0,0,0,0,1,4.236159535060059,0.8571428571428571,0,0,0,0,0,0.5,0,0,0,8.47591722152817
0,3,1,5,88,2,0,0,0,0,1,0,1,0,0,18,43,18,0,0,0,1,4.603089785033687,0.8888888888888888,1,0,0,0,0,0.7,0,0,0,9.679125688688034
0,4,1,3,54,2,0,0,0,0,0,0,2,1,0,14,33,0,0,0,0,1,4.521013604328456,0.7857142857142857,1,0,1,0,0,1.0,0,0,0,8.311134021135777
0,2,1,1,27,0,0,0,0,0,0,0,0,0,0,15,4,0,0,1,0,1,3.661932872373582,0.8666666666666667,0,0,0,0,0,0.57,0,0,0,7.116457540429607
0,2,1,3,61,3,0,0,0,0,0,0,0,0,0,22,31,0,0,0,0,1,4.182455322577735,0.9090909090909092,0,0,0,0,0,0.57,0,0,0,8.482090211557917
0,2,1,3,43,0,0,0,0,0,0,0,1,1,0,17,19,0,0,1,0,1,4.283952766823871,0.8823529411764706,0,0,0,0,0,0.78,0,0,0,7.414595149084239
0,2,0,2,44,0,0,0,0,0,0,0,0,0,0,8,28,0,0,0,0,0,4.044325652580697,0.875,1,0,0,0,0,0.6,0,0,0,7.292289236415684
0,3,1,4,106,0,0,0,0,9,3,2,1,0,0,14,29,54,0,0,0,1,4.467177470651769,0.7857142857142857,0,0,1,0,0,0.67,0,0,0,7.963722507703779
0,3,1,3,50,1,1,0,0,0,0,0,0,1,0,18,25,0,0,0,0,1,4.248884070537636,0.8333333333333334,1,0,0,0,0,0.6,0,0,0,8.275170021070652
0,2,0,2,43,0,0,0,0,0,0,0,0,1,0,21,15,0,0,0,0,0,4.161973406409068,0.9523809523809524,0,0,0,0,0,0.71,0,0,0,7.026171328717366
0,2,1,2,90,6,0,0,0,0,0,0,0,0,0,16,66,0,0,1,0,1,4.317622370176879,0.875,0,0,0,0,0,0.75,0,0,0,11.056633655705058
0,2,0,3,39,0,0,0,0,0,0,0,1,0,0,12,19,0,0,0,0,0,4.150410872541982,0.8333333333333334,0,0,0,0,0,0.6,0,0,0,7.185745130211577
0,3,1,2,50,1,0,0,0,0,0,0,0,0,0,15,27,0,0,0,0,1,4.298171939471839,0.8,0,0,0,0,0,0.75,0,0,0,6.863759220411088
0,3,1,2,78,0,0,0,0,3,1,0,2,0,0,13,34,22,0,0,0,1,4.521005950365048,0.8461538461538461,1,0,1,0,0,0.67,0,0,0,8.225373840120223
0,1,0,2,63,2,0,0,0,0,0,0,0,0,0,20,35,0,0,0,0,0,4.131964949078789,0.95,0,0,0,0,0,0.56,0,0,0,7.225197640547925
0,3,1,1,65,2,0,0,0,0,0,0,0,0,0,31,26,0,0,0,0,1,4.237548298130842,0.9032258064516128,0,0,0,0,0,0.65,0,0,0,9.776492314454408
0,2,1,0,50,1,1,0,0,0,0,0,1,0,0,21,1,19,0,0,0,1,4.300631000600121,0.8571428571428571,0,0,0,0,0,0.62,0,0,0,8.612171275372807
0,3,1,3,55,1,1,0,0,0,1,0,0,0,0,15,24,7,0,0,0,1,4.478655340947486,0.8,1,0,0,0,0,0.71,0,0,0,7.545914687701585
0,2,1,4,66,1,0,0,0,0,0,0,0,0,0,21,37,0,0,0,0,1,4.228265575980154,0.9047619047619048,0,0,0,0,0,0.54,0,0,0,9.09321339307428
0,3,1,1,539,0,0,0,0,0,1,0,0,0,0,21,7,70,0,0,0,1,3.6539911916500314,0.9047619047619048,0,0,0,0,0,0.69,0,0,0,7.063181033551268
0,2,1,1,50,3,0,0,0,0,0,0,0,1,0,14,29,0,0,0,0,1,4.2961746300696415,0.8571428571428571,0,0,0,0,0,0.67,0,0,0,8.591611744888096
0,2,1,0,25,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,1,3.863465189601647,0.875,0,0,0,0,0,0.5,0,0,0,6.222117745835739
0,2,1,2,54,2,0,0,0,0,0,0,0,0,0,24,22,0,0,0,0,1,4.403151975132154,0.9166666666666666,0,0,0,0,0,0.75,0,0,0,7.919099916975196
0,1,0,1,47,2,0,0,0,0,0,0,0,0,0,14,25,0,0,0,0,0,4.051840117994857,0.9285714285714286,0,0,0,0,0,0.7,0,0,0,8.318384605919013
0,3,1,3,108,12,0,0,0,0,0,0,0,0,0,19,81,0,0,0,0,1,4.316114100907546,0.8421052631578947,0,0,1,0,0,0.75,0,0,0,9.89811447138342
0,2,1,3,73,3,0,0,0,0,0,0,1,0,0,21,44,0,0,0,0,1,4.547175202739812,0.9047619047619048,0,0,0,0,0,0.69,0,0,0,9.771400426033756
0,2,1,2,58,2,0,0,0,0,0,0,0,0,0,16,34,0,0,0,0,1,4.166375237568008,0.875,0,0,0,0,0,0.62,0,0,0,7.924144213887396
0,3,1,3,56,0,0,0,0,0,0,0,2,0,0,13,35,0,0,0,0,1,4.1594857267452126,0.3846153846153846,1,0,0,0,0,1.0,0,3,0,6.2503253363209135
0,1,0,0,24,1,1,0,0,0,0,0,0,1,0,16,1,0,0,0,0,0,3.657268229617389,0.875,0,0,1,0,0,0.69,0,0,0,4.752079603414389
0,3,0,4,51,0,0,0,0,0,0,0,2,1,0,13,31,0,0,0,0,0,4.28234979315618,0.9230769230769232,0,0,0,0,0,0.67,0,0,0,5.581988695043754
0,2,1,2,69,5,0,0,0,0,0,0,0,0,0,21,40,0,0,0,0,1,4.289078081903764,0.9047619047619048,0,0,0,0,0,0.77,0,0,0,9.120152381865484
0,2,1,2,41,0,0,0,0,0,0,0,2,1,0,11,23,0,0,0,0,2,3.9937435421572633,0.8181818181818182,0,0,0,0,0,0.33,0,0,0,6.68301977764855
0,4,1,2,76,0,0,0,0,0,3,2,1,1,0,13,21,34,0,0,0,1,4.572620769595533,0.7692307692307693,1,0,0,0,0,0.67,0,0,0,8.490786586601569
0,3,1,1,44,0,0,0,0,0,0,0,0,1,0,16,21,0,0,0,0,1,4.112063152384018,0.875,0,0,0,0,0,0.62,0,0,0,7.133962027714802
0,4,1,3,67,9,0,0,0,0,0,0,0,1,0,18,42,0,0,0,0,1,4.26357939985317,0.8333333333333334,1,0,1,0,0,0.75,0,0,0,7.360572484343822
0,4,1,8,124,3,0,0,0,0,0,0,2,0,0,14,102,0,0,0,0,1,4.78548348840082,0.8571428571428571,1,0,0,0,0,0.67,0,0,1,7.351389407427472
0,3,1,4,76,1,0,0,0,3,1,0,1,0,0,20,38,9,0,0,0,1,4.465493013673476,0.9,1,0,0,0,0,0.67,0,0,0,10.445305511782172
0,3,1,5,65,1,0,0,0,3,0,0,0,0,0,14,43,0,0,0,0,1,4.123658538455206,0.8571428571428571,1,0,0,0,0,0.5,0,0,0,8.627840779879831
0,3,1,2,143,11,1,0,0,0,0,0,3,0,0,13,122,0,0,0,0,1,4.7282780397701085,0.7692307692307693,1,0,1,0,0,0.83,0,0,0,9.365312042815644
0,3,1,2,78,1,0,0,0,0,1,0,1,0,0,17,22,30,0,0,0,2,4.868690764195352,0.8823529411764706,1,0,0,0,0,0.67,0,0,0,8.221092041150822
0,2,1,3,53,2,1,0,0,0,0,0,0,0,0,22,23,0,0,0,0,1,4.251716096874001,0.8636363636363636,0,0,1,0,0,0.67,0,0,0,8.539958922710378
0,1,0,3,36,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,4.104243668758971,0.9166666666666666,0,0,0,0,0,0.75,0,0,0,6.098281592562681
0,2,1,2,45,0,0,0,0,0,0,0,0,0,0,16,21,0,0,0,0,1,4.000884564556323,0.875,0,0,0,0,0,0.5,0,0,0,8.664941736415903
0,1,0,2,72,5,0,0,0,0,0,0,0,0,0,15,49,0,0,0,0,0,4.205587774255671,0.9333333333333332,0,0,0,0,0,0.55,0,0,0,9.451452195960798
0,4,1,5,74,0,0,0,0,3,0,0,0,0,0,18,48,0,0,0,0,1,4.426623427395998,0.8333333333333334,1,0,0,0,0,0.71,0,0,0,10.383230727438477
0,3,1,4,98,4,0,0,0,3,0,0,1,0,0,26,64,0,0,0,0,1,4.5682639682355966,0.9230769230769232,1,0,0,0,0,0.72,0,0,0,9.91364782513812
0,1,0,2,38,0,0,0,0,0,0,0,0,0,0,13,17,0,0,0,0,0,4.188331131693838,0.9230769230769232,0,0,0,0,0,0.78,0,0,0,6.081959210780199
0,3,1,2,58,0,0,0,0,6,0,0,0,1,0,14,20,16,0,0,0,1,4.195849477991227,0.8571428571428571,1,1,0,0,0,0.5,0,0,0,7.982224847609156
0,2,1,4,95,4,0,0,0,0,0,0,0,0,0,28,59,0,0,0,0,1,4.297554029631618,0.9285714285714286,0,0,0,0,0,0.6,0,0,0,10.700369760338043
0,2,1,2,108,12,0,0,0,0,0,0,2,0,0,15,85,0,0,0,0,2,4.565319092627155,0.8666666666666667,0,0,0,0,0,0.62,0,0,0,10.077148002277363
0,3,1,3,117,9,0,0,0,0,1,0,2,0,0,14,76,18,0,0,0,1,4.594330291267822,0.7857142857142857,0,0,1,0,0,0.75,0,0,0,9.303101910586534
0,3,1,2,44,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,1,4.10752381283357,0.8333333333333334,0,0,1,0,0,0.62,0,0,0,8.40270732173192
0,2,1,1,44,1,0,0,0,0,0,0,0,0,0,19,17,0,0,0,0,1,3.9622883690707695,0.8947368421052632,0,0,0,0,0,0.73,0,0,0,7.470544653022141
0,3,1,0,42,0,0,0,0,0,1,0,0,1,0,21,1,12,0,1,0,1,4.100916685694772,0.8571428571428571,0,0,0,0,0,0.55,0,0,0,6.677443922214672
0,3,2,5,158,14,0,0,0,0,0,0,0,0,0,20,130,0,0,0,0,1,4.301834946275543,0.85,0,0,1,1,0,0.5,0,0,0,11.6637183380245
0,2,1,3,110,8,0,0,0,0,0,0,0,1,0,20,83,0,0,0,0,1,4.240457016881084,0.9,0,0,0,0,0,0.5,0,0,0,9.745666866481988
0,3,1,3,61,1,0,0,0,0,0,0,0,1,0,17,37,0,0,0,0,1,4.459448715237404,0.8823529411764706,1,0,0,0,0,0.44,0,0,0,8.395533861481292
0,1,0,3,121,11,0,0,0,0,0,0,1,0,0,10,103,0,0,0,0,0,4.626785471402363,0.9,0,0,0,0,0,0.83,0,0,0,9.925868159031538
0,2,1,3,72,1,0,0,0,0,0,0,0,1,0,27,38,0,0,0,0,1,4.016110245095574,0.925925925925926,0,0,0,0,0,0.63,0,0,0,10.290735099402424
0,2,1,1,48,3,0,0,0,0,0,0,0,0,0,9,31,0,0,0,0,1,4.09692245977906,0.7777777777777778,0,0,0,0,0,1.0,0,0,0,6.742383328019826
0,1,0,2,80,7,0,0,0,0,0,0,0,0,0,16,56,0,0,1,0,0,4.292730752564798,0.9375,0,0,0,0,0,0.75,0,0,0,10.14624313936888
0,1,0,3,70,5,0,0,0,0,0,0,1,0,0,16,46,0,0,0,0,0,4.398816103414844,0.9375,0,0,0,0,0,0.58,0,0,0,7.387918652725547
0,2,0,4,77,2,0,0,0,0,0,0,1,1,0,22,48,0,0,0,0,0,4.354340034640599,0.9545454545454546,1,0,0,0,0,0.56,0,0,0,8.501844853741007
0,2,0,2,31,0,0,0,0,0,0,0,0,1,0,13,11,0,0,0,0,0,3.8087196973440713,0.9230769230769232,1,0,0,0,0,0.67,0,0,0,5.786545921975026
0,1,0,1,45,0,0,0,0,9,0,0,0,0,0,13,24,0,0,0,0,0,4.055648863372104,0.9230769230769232,0,0,0,0,0,0.56,0,0,0,7.061972371801376
0,1,0,5,53,1,0,0,0,0,0,0,1,0,0,13,32,0,0,0,0,0,4.387626823626268,0.9230769230769232,0,0,0,0,0,0.56,0,0,0,8.961820106580097
0,5,1,3,84,0,0,0,0,0,2,1,0,0,0,19,20,36,0,0,0,1,4.37092684737354,0.8947368421052632,1,0,0,0,0,0.73,0,0,0,9.241891153494914
0,3,1,2,68,4,0,0,0,0,0,0,1,0,0,14,46,0,0,0,0,1,4.591159812399539,0.8571428571428571,1,0,0,0,0,0.33,0,0,0,7.686173686596146
0,3,1,2,53,1,0,0,0,0,0,0,0,0,0,19,26,0,0,0,1,1,4.189262435287073,0.8947368421052632,0,0,0,0,0,0.64,0,0,0,7.8889827821143825
0,2,1,2,64,5,0,0,0,0,0,0,0,1,0,20,37,0,0,0,0,1,4.191428031846025,0.9,0,0,0,0,0,0.67,0,0,0,7.073151844685781
0,2,1,1,34,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,1,4.057476076289931,0.875,0,0,0,0,0,0.5,0,0,0,7.495581787340025
0,2,1,3,90,6,0,0,0,0,0,0,1,1,0,12,71,0,0,0,0,1,4.497906397834464,0.8333333333333334,0,0,0,0,0,1.0,0,0,0,10.084621372155777
0,3,1,2,99,7,0,0,0,0,0,0,1,0,0,14,77,0,0,1,0,1,4.531598828250389,0.7857142857142857,0,0,0,0,0,0.67,0,0,0,8.974475623074328
0,2,0,1,58,4,0,0,0,0,0,0,0,0,0,10,40,0,0,0,0,0,4.095687901876459,0.8,0,0,1,0,0,0.67,0,0,0,8.087352586919783
0,3,1,1,39,0,0,0,0,0,0,0,0,1,0,15,17,0,0,0,0,1,4.265544846790009,0.8666666666666667,1,0,0,0,0,0.71,0,0,0,7.259001044515899
0,3,1,4,50,1,0,0,0,0,0,0,0,0,0,10,32,0,0,0,0,1,4.13287868934203,0.8,1,0,0,0,0,1.0,0,0,0,7.048769131350785
0,2,1,3,103,12,0,0,0,0,0,0,0,1,0,11,85,0,0,0,0,1,4.219728844935331,0.8181818181818182,0,0,0,0,0,0.67,0,0,0,10.07902452191822
0,2,1,0,28,1,1,0,0,0,0,0,0,1,0,20,1,0,0,0,0,1,3.553090083530328,0.85,0,0,1,0,0,0.62,0,0,0,6.178493659163825
0,3,1,0,30,1,1,0,0,0,0,0,0,1,0,23,0,0,0,0,0,1,3.898068512058839,0.8260869565217391,0,0,0,0,0,0.58,0,0,0,5.743758502872593
0,3,1,7,108,1,1,0,0,6,0,0,1,0,0,20,80,0,0,1,0,1,4.659037503859684,0.85,0,0,1,0,1,0.62,0,0,1,9.516859972930408
0,3,1,2,65,1,0,0,0,3,0,0,0,0,0,23,34,0,0,0,0,1,4.2007735361991,0.9130434782608696,1,0,0,0,0,0.53,0,0,0,8.917322025697933
0,3,1,0,36,0,0,0,0,0,1,0,1,0,0,18,1,8,0,0,0,1,4.231746181697386,0.8333333333333334,0,0,0,0,0,0.57,0,0,0,6.857490511812894
0,3,1,8,120,2,0,0,0,0,0,0,1,0,0,11,101,0,0,0,0,1,4.403990623577292,0.8181818181818182,0,0,0,0,0,1.0,0,0,1,11.206584363853276
0,3,1,2,51,0,0,0,0,0,0,0,0,1,0,16,28,0,0,0,0,1,4.13263465544246,0.875,1,0,0,0,0,0.5,0,0,0,7.690024263117934
0,2,0,3,59,0,0,0,0,0,2,1,1,0,0,7,23,20,0,1,0,0,4.442071550045045,0.8571428571428571,1,0,1,0,0,0.75,1,0,0,7.504227232572145
0,3,1,3,81,4,0,0,0,0,0,0,0,0,0,17,56,0,0,0,0,1,4.354860269532627,0.8235294117647058,0,0,1,0,0,0.67,0,0,0,8.64892721166983
0,3,1,3,60,1,0,0,0,0,0,0,1,1,0,19,34,0,0,0,0,1,4.235976539133002,0.8947368421052632,1,0,0,0,0,0.45,0,0,0,8.553912956356362
0,2,1,3,58,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,1,4.139742325358247,0.92,0,0,0,0,0,0.47,0,0,0,7.542650941647043
0,3,1,6,89,0,0,0,0,6,0,0,1,0,0,17,64,0,0,0,0,1,4.667757415004773,0.8823529411764706,0,0,1,0,0,0.7,0,0,0,11.140244015381448
0,5,1,2,56,0,0,1,0,0,0,0,2,0,0,13,35,0,0,0,1,1,4.530855931783247,0.8461538461538461,0,0,1,0,0,0.5,0,0,0,6.669720391657724
0,4,1,3,48,0,0,0,0,0,0,0,0,1,0,13,28,0,0,0,0,1,4.092280407143145,0.7692307692307693,1,0,0,0,0,0.33,0,0,0,6.539721579252096
0,3,1,4,143,13,0,0,0,0,0,0,0,0,0,13,122,0,0,0,0,1,4.170688817562846,0.7692307692307693,0,0,0,0,0,0.67,0,0,0,9.498345479919688
0,4,1,5,142,1,0,0,0,6,0,0,3,0,0,20,61,0,0,0,0,1,4.892666745617859,0.9,1,0,1,0,0,0.54,0,0,0,8.712830149368818
0,2,1,4,56,1,0,0,0,0,0,0,1,0,0,21,27,0,0,0,0,1,4.440473896272169,0.9047619047619048,0,0,0,0,0,0.71,0,0,0,8.47638805302915
0,1,0,2,43,0,0,0,0,0,2,1,0,0,0,7,14,13,0,0,0,0,4.266397243517744,0.8571428571428571,0,0,1,0,0,0.75,0,0,0,6.600722617180606
0,2,1,5,73,0,0,0,0,0,0,0,0,1,0,17,49,0,0,3,0,1,4.092654437638547,0.8823529411764706,0,0,0,0,0,0.56,0,0,1,9.589670957678647
0,3,1,1,57,0,0,0,0,6,0,0,0,0,0,16,33,0,0,0,0,1,4.340632996165414,0.875,1,0,0,0,0,0.62,0,0,0,8.079248739587069
0,3,1,2,65,4,0,0,0,0,0,0,0,0,0,17,40,0,0,0,0,1,4.160679645479309,0.8235294117647058,0,0,1,0,0,0.43,0,0,0,9.024779528685494
0,1,0,2,58,0,0,0,0,9,0,0,0,1,0,12,39,0,0,0,0,0,4.0927992639619895,0.9166666666666666,0,0,0,0,0,0.43,0,0,0,6.4011982959176805
0,6,1,2,104,2,0,0,0,3,1,0,1,1,0,21,19,56,0,0,0,3,4.393076530796019,0.9047619047619048,0,0,0,0,0,0.46,0,0,0,7.065240294407532
0,3,1,2,35,0,0,0,0,0,0,0,0,1,0,14,14,0,0,0,0,1,4.071581588126284,0.5714285714285714,1,0,0,0,0,0.67,0,2,0,5.492238990792253
0,2,1,3,92,7,0,0,0,0,0,0,0,0,0,27,57,0,0,0,0,1,4.480927822644646,0.925925925925926,0,0,0,0,1,0.74,0,0,0,7.909223965709515
0,1,0,2,28,0,0,0,0,0,0,0,1,0,0,12,8,0,0,0,0,0,3.8693312611115194,0.9166666666666666,0,0,1,0,0,0.67,0,0,0,4.94305226453831
0,3,1,1,59,0,0,0,0,3,2,1,1,0,0,14,15,21,0,0,0,1,4.4029782197661165,0.8571428571428571,1,0,0,0,0,0.43,0,0,0,7.640755447504443
0,2,1,2,59,0,0,0,0,0,1,0,0,0,0,24,16,10,0,0,0,1,4.25022161074024,0.9166666666666666,0,0,0,0,0,0.69,0,0,0,7.888207121804239
0,2,1,2,36,0,0,0,0,0,0,0,1,1,0,19,10,0,0,0,0,1,4.162573265150912,0.8947368421052632,0,0,0,0,0,0.64,0,0,0,6.507001582488636
0,1,0,1,42,1,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,4.139241458895649,0.9444444444444444,0,0,0,0,0,0.64,0,0,0,6.5164488358946615
0,1,0,5,42,0,0,0,0,0,0,0,0,1,0,8,27,0,0,0,0,0,4.016735577283109,0.875,0,0,1,0,0,0.6,0,0,0,7.583716341348795
0,2,1,2,58,1,0,0,0,0,0,0,0,0,0,19,31,0,0,0,0,1,4.112146840538238,0.8947368421052632,0,0,1,0,0,0.67,0,0,0,7.331266539665483
0,3,1,4,63,1,1,0,0,0,0,0,1,1,0,17,39,0,0,0,0,1,4.516751852573808,0.8235294117647058,1,0,0,0,0,0.78,0,0,0,8.620518958918936
0,2,1,0,22,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,1,3.663532754804255,0.8461538461538461,0,0,0,0,0,0.5,0,0,0,5.494495911259588
0,2,1,4,51,1,0,0,0,0,0,0,1,1,0,19,25,0,0,0,0,1,4.323976323674104,0.8947368421052632,0,0,0,0,0,0.55,0,0,0,6.891962527660699
0,2,1,1,30,0,0,0,0,0,0,0,0,1,0,12,11,0,0,0,0,1,3.7232314287976207,0.8333333333333334,0,0,0,0,0,0.5,0,0,0,5.543806968070881
0,2,0,5,49,0,0,0,0,0,0,0,0,1,0,12,30,0,0,0,0,0,4.019183120291044,0.9166666666666666,1,0,0,0,0,0.75,0,0,0,7.871725708057458
0,3,1,5,93,6,0,0,0,0,0,0,0,0,0,15,70,0,0,0,0,1,4.475927668162103,0.8666666666666667,1,0,0,0,0,0.57,0,0,0,9.296081414793386
0,4,1,3,336,9,0,0,0,18,8,7,2,0,0,22,56,249,0,0,1,1,5.09535617263363,0.8636363636363636,0,0,1,0,0,0.75,0,0,0,11.40027736911318
0,3,1,2,68,4,0,0,0,0,0,0,0,0,0,15,45,0,0,0,0,1,4.384322583483794,0.8,0,0,1,0,0,0.5,0,0,0,8.237055032142688
0,1,0,4,105,11,0,0,0,0,0,0,1,0,0,11,86,0,0,0,0,0,4.614346463752549,0.9090909090909092,0,0,0,0,0,0.57,0,0,0,10.097032481496775
0,3,1,2,62,0,0,0,0,0,4,3,0,1,0,11,12,31,0,0,0,1,4.306118738332294,0.8181818181818182,1,0,0,0,0,0.67,0,0,0,6.324310038926097
0,1,0,4,97,8,0,0,0,3,0,0,1,0,0,9,80,0,0,0,0,0,4.551859075742821,0.8888888888888888,0,0,0,0,0,0.5,0,0,0,8.861839046739384
0,1,0,3,66,2,0,0,0,0,0,0,0,0,0,8,50,0,0,0,0,0,4.326210931233337,0.875,0,0,0,0,0,0.75,0,0,0,6.566018517919672
0,2,1,3,53,1,0,0,0,0,0,0,2,1,0,14,32,0,0,0,0,1,4.352564737778651,0.8571428571428571,0,0,0,0,0,0.57,0,0,0,5.968170700991871
0,4,1,3,103,7,0,0,0,0,1,0,0,1,0,16,53,26,0,0,0,2,4.533135058689384,0.75,0,0,0,0,0,0.71,0,0,0,8.298441369687502
0,2,1,2,82,7,0,0,0,0,0,0,1,0,0,14,60,0,0,0,0,1,4.451494841587627,0.8571428571428571,0,0,0,0,0,0.67,0,0,0,10.202918754776048
0,2,1,2,44,0,0,0,0,0,0,0,0,0,0,22,14,0,0,1,0,1,4.027756199098866,0.8181818181818182,0,0,0,0,0,0.71,1,1,0,8.614783209856958
0,3,1,5,88,5,0,0,0,0,0,0,0,0,0,12,68,0,0,0,0,1,4.483223347694863,0.8333333333333334,1,0,0,0,0,0.6,0,0,0,7.254879692746323
0,2,1,3,90,6,1,0,0,0,0,0,0,0,0,22,60,0,0,1,0,1,4.208742260739353,0.8636363636363636,0,0,0,0,0,0.64,0,0,0,11.069982165585706
